Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000535,11.990045,[5 1] ; [ 2 17],[1.68 4.32] ; [ 5.32 13.68],1
p4,1,0.012943,6.176901,[5 1] ; [ 5 14],[2.4 3.6] ; [ 7.6 11.4],0
p7,1,0.021985,5.246983,[5 1] ; [ 5 12],[2.60869565 3.39130435] ; [7.39130435 9.60869565],0
p5,1,0.042221,4.126316,[3 3] ; [ 2 16],[1.25 4.75] ; [ 3.75 14.25],0
n6,1,0.078037,3.105319,[5 1] ; [ 8 11],[3.12 2.88] ; [9.88 9.12],0
s2,1,0.126156,2.339181,[4 2] ; [ 6 13],[2.4 3.6] ; [ 7.6 11.4],0
r4,1,0.168598,1.895363,[3 3] ; [ 4 15],[1.68 4.32] ; [ 5.32 13.68],0
b2,1,0.184708,1.759334,[3 1] ; [4 7],[1.86666667 2.13333333] ; [5.13333333 5.86666667],0
b3,1,0.184708,1.759334,[3 1] ; [4 7],[1.86666667 2.13333333] ; [5.13333333 5.86666667],0
s6,1,0.293803,1.102114,[2 4] ; [11  8],[3.12 2.88] ; [9.88 9.12],0
a5,1,0.355703,0.853006,[5 1] ; [12  7],[4.08 1.92] ; [12.92  6.08],0
d2,1,0.355703,0.853006,[1 5] ; [ 7 12],[1.92 4.08] ; [ 6.08 12.92],0
p10,1,0.355703,0.853006,[5 1] ; [12  7],[4.08 1.92] ; [12.92  6.08],0
u1,1,0.3694,0.805683,[1 5] ; [ 1 18],[0.48 5.52] ; [ 1.52 17.48],0
p12,1,0.3694,0.805683,[1 5] ; [ 1 18],[0.48 5.52] ; [ 1.52 17.48],0
d1,1,0.412494,0.671601,[3 3] ; [ 6 13],[2.16 3.84] ; [ 6.84 12.16],0
d4,1,0.412494,0.671601,[3 3] ; [13  6],[3.84 2.16] ; [12.16  6.84],0
u2,1,0.427355,0.63,[1 1] ; [1 4],[0.57142857 1.42857143] ; [1.42857143 3.57142857],0
s7,1,0.465209,0.533333,[3 3] ; [ 6 12],[2.25 3.75] ; [ 6.75 11.25],0
b1,1,0.478188,0.502994,[5 1] ; [13  6],[4.32 1.68] ; [13.68  5.32],0
r2,1,0.539192,0.377039,[4 2] ; [15  4],[4.56 1.44] ; [14.44  4.56],0
a7,1,0.545991,0.364548,[4 2] ; [10  9],[3.36 2.64] ; [10.64  8.36],0
s3,1,0.566501,0.328571,[1 4] ; [ 6 12],[1.52173913 3.47826087] ; [ 5.47826087 12.52173913],0
a3,1,0.586214,0.296296,[4 2] ; [14  4],[4.5 1.5] ; [13.5  4.5],0
p9,1,0.629482,0.232764,[5 1] ; [14  5],[4.56 1.44] ; [14.44  4.56],0
p2,1,0.632585,0.228571,[4 2] ; [10  8],[3.5 2.5] ; [10.5  7.5],0
p3,1,0.632585,0.228571,[3 3] ; [ 7 11],[2.5 3.5] ; [ 7.5 10.5],0
a4,1,0.632585,0.228571,[3 3] ; [ 7 11],[2.5 3.5] ; [ 7.5 10.5],0
s1,1,0.68658,0.162812,[1 5] ; [ 2 17],[0.72 5.28] ; [ 2.28 16.72],0
s4,1,0.68658,0.162812,[1 5] ; [ 2 17],[0.72 5.28] ; [ 2.28 16.72],0
d5,1,0.702195,0.146199,[4 2] ; [11  8],[3.6 2.4] ; [11.4  7.6],0
b5,1,0.702195,0.146199,[4 2] ; [11  8],[3.6 2.4] ; [11.4  7.6],0
n4,1,0.702195,0.146199,[4 2] ; [11  8],[3.6 2.4] ; [11.4  7.6],0
d3,1,0.702195,0.146199,[4 2] ; [11  8],[3.6 2.4] ; [11.4  7.6],0
a6,1,0.702195,0.146199,[4 2] ; [11  8],[3.6 2.4] ; [11.4  7.6],0
v3,1,0.734139,0.115345,[3 3] ; [ 8 11],[2.64 3.36] ; [ 8.36 10.64],0
r1,1,0.734139,0.115345,[3 3] ; [ 8 11],[2.64 3.36] ; [ 8.36 10.64],0
s5,1,0.738568,0.11139,[2 4] ; [ 5 14],[1.68 4.32] ; [ 5.32 13.68],0
u3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
s8,1,0.814871,0.054825,[1 5] ; [ 4 15],[1.2 4.8] ; [ 3.8 15.2],0
a2,1,0.814871,0.054825,[1 5] ; [ 4 15],[1.2 4.8] ; [ 3.8 15.2],0
n1,1,0.835099,0.043333,[2 1] ; [6 4],[1.84615385 1.15384615] ; [6.15384615 3.84615385],0
b4,1,0.875956,0.024366,[4 2] ; [12  7],[3.84 2.16] ; [12.16  6.84],0
n3,1,0.912637,0.012037,[2 1] ; [7 3],[2.07692308 0.92307692] ; [6.92307692 3.07692308],0
p1,1,0.95925,0.002611,[1 5] ; [ 3 16],[0.96 5.04] ; [ 3.04 15.96],0
