Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.275358,1.189857,[25 14] ; [41 14],[27.38297872 11.61702128] ; [38.61702128 16.38297872],0
a2,1,0.289671,1.121148,[ 9 30] ; [ 8 47],[ 7.05319149 31.94680851] ; [ 9.94680851 45.05319149],0
u2,1,0.338426,0.916385,[6 2] ; [14 11],[4.84848485 3.15151515] ; [15.15151515  9.84848485],0
n4,1,0.364164,0.823482,[20 19] ; [23 32],[17.84042553 21.15957447] ; [25.15957447 29.84042553],0
s1,1,0.368358,0.809198,[ 2 37] ; [ 1 54],[ 1.24468085 37.75531915] ; [ 1.75531915 53.24468085],0
r4,1,0.398056,0.714192,[35  4] ; [46  9],[33.60638298  5.39361702] ; [47.39361702  7.60638298],0
p8,1,0.401036,0.705219,[20 19] ; [33 22],[21.9893617 17.0106383] ; [31.0106383 23.9893617],0
n3,1,0.413247,0.669439,[7 2] ; [10  1],[7.65 1.35] ; [9.35 1.65],0
d2,1,0.439572,0.5974,[18 21] ; [21 34],[16.18085106 22.81914894] ; [22.81914894 32.18085106],0
a5,1,0.452564,0.564222,[31  8] ; [40 15],[29.45744681  9.54255319] ; [41.54255319 13.45744681],0
p1,1,0.472974,0.51502,[ 7 31] ; [ 7 47],[ 5.7826087 32.2173913] ; [ 8.2173913 45.7826087],0
d1,1,0.48398,0.489882,[22 17] ; [27 28],[20.32978723 18.67021277] ; [28.67021277 26.32978723],0
v2,1,0.520423,0.413055,[20 17] ; [25 28],[18.5 18.5] ; [26.5 26.5],0
b1,1,0.598438,0.277359,[17 22] ; [27 28],[18.25531915 20.74468085] ; [25.74468085 29.25531915],0
r1,1,0.607562,0.26374,[27 12] ; [40 14],[28.09677419 10.90322581] ; [38.90322581 15.09677419],0
v4,1,0.675162,0.175623,[37  2] ; [51  4],[36.5106383  2.4893617] ; [51.4893617  3.5106383],0
p12,1,0.675162,0.175623,[ 2 37] ; [ 4 51],[ 2.4893617 36.5106383] ; [ 3.5106383 51.4893617],0
v1,1,0.679688,0.170477,[17 21] ; [21 31],[16.04444444 21.95555556] ; [21.95555556 30.04444444],0
r2,1,0.681703,0.168216,[36  2] ; [50  4],[35.52173913  2.47826087] ; [50.47826087  3.52173913],0
a8,1,0.74302,0.10749,[ 1 36] ; [ 2 48],[ 1.27586207 35.72413793] ; [ 1.72413793 48.27586207],0
p11,1,0.777606,0.079773,[28 11] ; [38 17],[27.38297872 11.61702128] ; [38.61702128 16.38297872],0
n2,1,0.79525,0.06734,[7 2] ; [8 3],[6.75 2.25] ; [8.25 2.75],0
p4,1,0.803802,0.061717,[26 13] ; [38 17],[26.55319149 12.44680851] ; [37.44680851 17.55319149],0
a6,1,0.835774,0.042974,[24 15] ; [35 20],[24.4787234 14.5212766] ; [34.5212766 20.4787234],0
b4,1,0.892368,0.018309,[25 14] ; [36 19],[25.30851064 13.69148936] ; [35.69148936 19.30851064],0
b5,1,0.920475,0.009967,[23 16] ; [33 22],[23.23404255 15.76595745] ; [32.76595745 22.23404255],0
p2,1,0.939558,0.00575,[33  6] ; [46  8],[33.12903226  5.87096774] ; [45.87096774  8.12903226],0
a1,1,0.944619,0.004825,[ 2 37] ; [ 3 52],[ 2.07446809 36.92553191] ; [ 2.92553191 52.07446809],0
n6,1,0.959345,0.002599,[23 15] ; [33 22],[22.88172043 15.11827957] ; [33.11827957 21.88172043],0
a4,1,0.963033,0.002148,[14 25] ; [20 35],[14.10638298 24.89361702] ; [19.89361702 35.10638298],0
