Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.970394,[49 26] ; [ 1 18],[39.89361702 35.10638298] ; [10.10638298  8.89361702],1
v4,1,7.2e-05,15.756026,[59 16] ; [ 6 13],[51.86170213 23.13829787] ; [13.13829787  5.86170213],1
r1,1,0.001672,9.879025,[46 29] ; [ 4 15],[39.89361702 35.10638298] ; [10.10638298  8.89361702],0
d3,1,0.011774,6.344625,[40 35] ; [ 4 15],[35.10638298 39.89361702] ; [ 8.89361702 10.10638298],0
a8,1,0.025413,4.995503,[ 2 71] ; [ 3 16],[ 3.9673913 69.0326087] ; [ 1.0326087 17.9673913],0
d1,1,0.026391,4.930187,[37 38] ; [ 4 15],[32.71276596 42.28723404] ; [ 8.28723404 10.71276596],0
n6,1,0.038827,4.268414,[43 31] ; [ 6 13],[38.98924731 35.01075269] ; [10.01075269  8.98924731],0
a6,1,0.104197,2.640103,[47 28] ; [ 8 11],[43.88297872 31.11702128] ; [11.11702128  7.88297872],0
r3,1,0.105714,2.617158,[54 21] ; [10  9],[51.06382979 23.93617021] ; [12.93617021  6.06382979],0
u3,1,0.121447,2.398563,[13 14] ; [2 8],[10.94594595 16.05405405] ; [4.05405405 5.94594595],0
b1,1,0.135388,2.229614,[33 42] ; [12  7],[35.90425532 39.09574468] ; [9.09574468 9.90425532],0
v3,1,0.137273,2.208261,[19 52] ; [ 2 17],[16.56666667 54.43333333] ; [ 4.43333333 14.56666667],0
p11,1,0.165265,1.925375,[37 38] ; [ 6 13],[34.30851064 40.69148936] ; [ 8.69148936 10.30851064],0
n4,1,0.185019,1.756844,[48 27] ; [ 9 10],[45.4787234 29.5212766] ; [11.5212766  7.4787234],0
d2,1,0.201069,1.634591,[35 38] ; [ 6 13],[32.5326087 40.4673913] ; [ 8.4673913 10.5326087],0
d5,1,0.224845,1.473175,[47 28] ; [ 9 10],[44.68085106 30.31914894] ; [11.31914894  7.68085106],0
s2,1,0.225907,1.466451,[12 63] ; [ 1 18],[10.37234043 64.62765957] ; [ 2.62765957 16.37234043],0
a3,1,0.27348,1.199211,[48 27] ; [9 9],[45.96774194 29.03225806] ; [11.03225806  6.96774194],0
b5,1,0.281256,1.161012,[38 37] ; [ 7 12],[35.90425532 39.09574468] ; [9.09574468 9.90425532],0
s7,1,0.288159,1.128205,[12 60] ; [ 1 15],[10.63636364 61.36363636] ; [ 2.36363636 13.63636364],0
p8,1,0.324234,0.971793,[16 59] ; [ 2 16],[14.51612903 60.48387097] ; [ 3.48387097 14.51612903],0
s1,1,0.414914,0.664675,[ 7 68] ; [ 3 16],[ 7.9787234 67.0212766] ; [ 2.0212766 16.9787234],0
p1,1,0.414914,0.664675,[ 7 68] ; [ 3 16],[ 7.9787234 67.0212766] ; [ 2.0212766 16.9787234],0
v2,1,0.433648,0.613032,[24 48] ; [ 4 13],[22.65168539 49.34831461] ; [ 5.34831461 11.65168539],0
p3,1,0.43716,0.603726,[19 56] ; [ 3 15],[17.74193548 57.25806452] ; [ 4.25806452 13.74193548],0
p10,1,0.45669,0.553995,[36 38] ; [ 7 11],[34.58695652 39.41304348] ; [8.41304348 9.58695652],0
a2,1,0.469239,0.523767,[13 62] ; [ 2 17],[11.96808511 63.03191489] ; [ 3.03191489 15.96808511],0
b4,1,0.504879,0.444666,[37 38] ; [11  8],[38.29787234 36.70212766] ; [9.70212766 9.29787234],0
d4,1,0.526752,0.400654,[53 22] ; [12  7],[51.86170213 23.13829787] ; [13.13829787  5.86170213],0
n1,1,0.540714,0.374219,[15 19] ; [5 4],[15.81395349 18.18604651] ; [4.18604651 4.81395349],0
a4,1,0.613991,0.254404,[32 42] ; [ 7 12],[31.03225806 42.96774194] ; [ 7.96774194 11.03225806],0
n2,1,0.688251,0.160985,[22 13] ; [5 4],[21.47727273 13.52272727] ; [5.52272727 3.47727273],0
s3,1,0.698766,0.149758,[20 55] ; [ 4 14],[19.35483871 55.64516129] ; [ 4.64516129 13.35483871],0
a7,1,0.712017,0.136271,[43 32] ; [10  9],[42.28723404 32.71276596] ; [10.71276596  8.28723404],0
u2,1,0.73927,0.110769,[12 14] ; [4 6],[11.55555556 14.44444444] ; [4.44444444 5.55555556],0
b3,1,0.774,0.082453,[18 27] ; [5 9],[17.54237288 27.45762712] ; [5.45762712 8.54237288],0
b2,1,0.774,0.082453,[18 27] ; [5 9],[17.54237288 27.45762712] ; [5.45762712 8.54237288],0
s5,1,0.782449,0.076247,[ 5 66] ; [ 1 18],[ 4.73333333 66.26666667] ; [ 1.26666667 17.73333333],0
s4,1,0.82311,0.049973,[ 5 70] ; [ 1 18],[ 4.78723404 70.21276596] ; [ 1.21276596 17.78723404],0
u1,1,0.82311,0.049973,[ 5 70] ; [ 1 18],[ 4.78723404 70.21276596] ; [ 1.21276596 17.78723404],0
p4,1,0.833674,0.044097,[14 60] ; [ 4 15],[14.32258065 59.67741935] ; [ 3.67741935 15.32258065],0
v1,1,0.880075,0.022763,[17 58] ; [ 4 15],[16.75531915 58.24468085] ; [ 4.24468085 14.75531915],0
a5,1,0.881742,0.02213,[42 33] ; [11  8],[42.28723404 32.71276596] ; [10.71276596  8.28723404],0
n5,1,0.889674,0.019242,[48 26] ; [12  7],[47.74193548 26.25806452] ; [12.25806452  6.74193548],0
p7,1,0.954641,0.003235,[19 55] ; [ 5 14],[19.09677419 54.90322581] ; [ 4.90322581 14.09677419],0
n3,1,0.969644,0.001448,[17 14] ; [5 4],[17.05 13.95] ; [4.95 4.05],0
p9,1,0.971293,0.001295,[34 39] ; [8 9],[34.06666667 38.93333333] ; [7.93333333 9.06666667],0
a1,1,0.98586,0.000314,[ 8 67] ; [ 2 17],[ 7.9787234 67.0212766] ; [ 2.0212766 16.9787234],0
s8,1,0.98586,0.000314,[ 8 67] ; [ 2 17],[ 7.9787234 67.0212766] ; [ 2.0212766 16.9787234],0
