Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.006265,7.472426,[ 3 20] ; [4 2],[ 5.55172414 17.44827586] ; [1.44827586 4.55172414],0
d3,1,0.033203,4.535291,[ 8 15] ; [5 1],[10.31034483 12.68965517] ; [2.68965517 3.31034483],0
n4,1,0.034138,4.487762,[18  5] ; [2 4],[15.86206897  7.13793103] ; [4.13793103 1.86206897],0
s5,1,0.037874,4.310665,[ 1 22] ; [2 4],[ 2.37931034 20.62068966] ; [0.62068966 5.37931034],0
p2,1,0.046572,3.960775,[ 3 20] ; [3 3],[ 4.75862069 18.24137931] ; [1.24137931 4.75862069],0
s7,1,0.079057,3.08419,[ 2 20] ; [2 3],[ 3.25925926 18.74074074] ; [0.74074074 4.25925926],0
a5,1,0.081885,3.027088,[10 13] ; [5 1],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
a6,1,0.081885,3.027088,[10 13] ; [5 1],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
b4,1,0.081885,3.027088,[10 13] ; [5 1],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
n6,1,0.086086,2.946087,[ 5 18] ; [3 2],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
b5,1,0.103332,2.653345,[ 7 16] ; [4 2],[ 8.72413793 14.27586207] ; [2.27586207 3.72413793],0
p9,1,0.110612,2.545455,[ 4 18] ; [3 3],[ 5.5 16.5] ; [1.5 4.5],0
s6,1,0.119088,2.429275,[ 2 21] ; [2 4],[ 3.17241379 19.82758621] ; [0.82758621 5.17241379],0
d5,1,0.15789,1.994317,[ 8 15] ; [4 2],[ 9.51724138 13.48275862] ; [2.48275862 3.51724138],0
p7,1,0.167792,1.902562,[ 5 18] ; [3 3],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
p3,1,0.167792,1.902562,[ 5 18] ; [3 3],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
d2,1,0.18367,1.767677,[ 8 14] ; [4 2],[ 9.42857143 12.57142857] ; [2.57142857 3.42857143],0
a3,1,0.200602,1.637984,[12 10] ; [5 1],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
d1,1,0.259509,1.271377,[ 6 17] ; [3 3],[ 7.13793103 15.86206897] ; [1.86206897 4.13793103],0
p10,1,0.264145,1.246904,[ 3 19] ; [2 4],[ 3.92857143 18.07142857] ; [1.07142857 4.92857143],0
s3,1,0.466479,0.530303,[ 7 15] ; [1 5],[ 6.28571429 15.71428571] ; [1.71428571 4.28571429],0
r2,1,0.468084,0.526496,[11 11] ; [2 4],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
a4,1,0.544356,0.367526,[ 8 14] ; [3 3],[ 8.64285714 13.35714286] ; [2.35714286 3.64285714],0
p1,1,0.554492,0.349332,[ 5 18] ; [2 4],[ 5.55172414 17.44827586] ; [1.44827586 4.55172414],0
a2,1,0.568028,0.325994,[ 2 21] ; [1 5],[ 2.37931034 20.62068966] ; [0.62068966 5.37931034],0
p8,1,0.594853,0.282828,[ 2 20] ; [1 5],[ 2.35714286 19.64285714] ; [0.64285714 5.35714286],0
b1,1,0.653188,0.201904,[13 10] ; [4 2],[13.48275862  9.51724138] ; [3.51724138 2.48275862],0
r1,1,0.723582,0.125086,[ 6 17] ; [2 4],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
v1,1,0.723582,0.125086,[ 6 17] ; [2 4],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
v3,1,0.78473,0.074617,[ 5 18] ; [1 5],[ 4.75862069 18.24137931] ; [1.24137931 4.75862069],0
n5,1,0.891289,0.01868,[16  7] ; [4 2],[15.86206897  7.13793103] ; [4.13793103 1.86206897],0
a7,1,0.891289,0.01868,[ 7 16] ; [2 4],[ 7.13793103 15.86206897] ; [1.86206897 4.13793103],0
s1,1,0.96662,0.001751,[ 4 19] ; [1 5],[ 3.96551724 19.03448276] ; [1.03448276 4.96551724],0
s4,1,0.96662,0.001751,[ 4 19] ; [1 5],[ 3.96551724 19.03448276] ; [1.03448276 4.96551724],0
