Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,114.55714,[ 93 128] ; [279  47],[150.29616088  70.70383912] ; [221.70383912 104.29616088],1
p4,1,0.0,56.027723,[110 117] ; [259  69],[150.92432432  76.07567568] ; [218.07567568 109.92432432],1
p6,1,0.0,49.276949,[ 50 174] ; [171 157],[ 89.68115942 134.31884058] ; [131.31884058 196.68115942],1
p3,1,0.0,40.293031,[ 88 139] ; [216 111],[124.5631769 102.4368231] ; [179.4368231 147.5631769],1
p2,1,0.0,36.303574,[170  56] ; [307  22],[194.23783784  31.76216216] ; [282.76216216  46.23783784],1
p5,1,1e-06,23.37485,[ 13 210] ; [ 68 261],[ 32.72282609 190.27717391] ; [ 48.27717391 280.72282609],1
p10,1,4.9e-05,16.48025,[189  37] ; [309  19],[203.15523466  22.84476534] ; [294.84476534  33.15523466],1
s8,1,0.000166,14.185277,[ 86 141] ; [176 149],[107.74275362 119.25724638] ; [154.25724638 170.74275362],1
s5,1,0.000321,12.941372,[ 58 162] ; [131 185],[ 77.57462687 142.42537313] ; [111.42537313 204.57462687],1
p9,1,0.000507,12.089247,[192  34] ; [307  20],[203.93128391  22.06871609] ; [295.06871609  31.93128391],1
v1,1,0.002858,8.896266,[111 105] ; [207 115],[127.67286245  88.32713755] ; [190.32713755 131.67286245],0
p1,1,0.00447,8.082096,[ 12 215] ; [ 41 287],[ 21.67747748 205.32252252] ; [ 31.32252252 296.67747748],0
r4,1,0.006077,7.527359,[197  30] ; [308  21],[206.17805755  20.82194245] ; [298.82194245  30.17805755],0
r1,1,0.00916,6.791409,[170  56] ; [276  52],[181.94223827  44.05776173] ; [264.05776173  63.94223827],0
a7,1,0.027119,4.883235,[147  79] ; [242  86],[158.68953069  67.31046931] ; [230.31046931  97.68953069],0
s7,1,0.02871,4.784925,[104 118] ; [175 135],[116.42481203 105.57518797] ; [162.57518797 147.42481203],0
v4,1,0.028947,4.770783,[212  15] ; [317   9],[217.1482821   9.8517179] ; [311.8517179  14.1482821],0
a5,1,0.030458,4.683268,[162  65] ; [261  68],[172.69964029  54.30035971] ; [250.30035971  78.69964029],0
v2,1,0.032432,4.575498,[114 100] ; [199 119],[125.90601504  88.09398496] ; [187.09398496 130.90601504],0
b5,1,0.033938,4.497808,[144  83] ; [179 150],[131.87230216  95.12769784] ; [191.12769784 137.87230216],0
