Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,73.33695,[36 37] ; [160   7],[59.61666667 13.38333333] ; [136.38333333  30.61666667],1
v2,1,0.0,30.914904,[19 53] ; [104  54],[38.50434783 33.49565217] ; [84.49565217 73.50434783],1
d3,1,2e-06,22.335557,[30 41] ; [124  43],[45.94117647 25.05882353] ; [108.05882353  58.94117647],1
d4,1,4e-06,21.400569,[44 29] ; [145  22],[57.4875 15.5125] ; [131.5125  35.4875],1
a5,1,1.3e-05,19.056681,[34 39] ; [126  41],[48.66666667 24.33333333] ; [111.33333333  55.66666667],1
v4,1,1.6e-05,18.604809,[58 14] ; [162   5],[66.27615063  5.72384937] ; [153.72384937  13.27615063],1
d1,1,3.9e-05,16.910304,[24 49] ; [103  64],[38.62916667 34.37083333] ; [88.37083333 78.62916667],1
r2,1,0.000102,15.092009,[56 15] ; [158   8],[64.10970464  6.89029536] ; [149.89029536  16.10970464],1
r3,1,0.000149,14.380428,[59 13] ; [161   6],[66.27615063  5.72384937] ; [153.72384937  13.27615063],1
v1,1,0.000415,12.46393,[21 49] ; [91 74],[33.36170213 36.63829787] ; [78.63829787 86.36170213],1
p7,1,0.000442,12.345345,[29 42] ; [108  57],[41.21610169 29.78389831] ; [95.78389831 69.21610169],1
v3,1,0.001018,10.793983,[15 57] ; [68 89],[26.09606987 45.90393013] ; [ 56.90393013 100.09606987],0
a6,1,0.00107,10.702933,[37 36] ; [121  46],[48.05833333 24.94166667] ; [109.94166667  57.05833333],0
a7,1,0.002135,9.429623,[41 31] ; [128  39],[50.91213389 21.08786611] ; [118.08786611  48.91213389],0
p11,1,0.003755,8.398495,[52 21] ; [145  22],[59.92083333 13.07916667] ; [137.07916667  29.92083333],0
d5,1,0.005295,7.775979,[45 27] ; [133  34],[53.62343096 18.37656904] ; [124.37656904  42.62343096],0
p8,1,0.005399,7.740841,[26 45] ; [93 72],[35.80084746 35.19915254] ; [83.19915254 81.80084746],0
p10,1,0.005498,7.707852,[54 17] ; [150  17],[60.85714286 10.14285714] ; [143.14285714  23.85714286],0
p2,1,0.006997,7.273708,[50 20] ; [144  23],[57.29957806 12.70042194] ; [136.70042194  30.29957806],0
p1,1,0.011312,6.415619,[11 61] ; [  9 158],[ 6.0251046 65.9748954] ; [ 13.9748954 153.0251046],0
a3,1,0.011578,6.374315,[42 30] ; [124  42],[50.21848739 21.78151261] ; [115.78151261  50.21848739],0
d2,1,0.020217,5.393027,[22 50] ; [78 89],[30.12552301 41.87447699] ; [69.87447699 97.12552301],0
p4,1,0.022406,5.214006,[27 44] ; [90 76],[35.05063291 35.94936709] ; [81.94936709 84.05063291],0
a2,1,0.026135,4.947067,[ 7 66] ; [ 36 131],[13.07916667 59.92083333] ; [ 29.92083333 137.07916667],0
p3,1,0.037105,4.345603,[24 48] ; [80 87],[31.33054393 40.66945607] ; [72.66945607 94.33054393],0
n4,1,0.038377,4.288216,[45 28] ; [125  42],[51.70833333 21.29166667] ; [118.29166667  48.70833333],0
n2,1,0.043106,4.091233,[17  2] ; [21 12],[13.88461538  5.11538462] ; [24.11538462  8.88461538],0
s4,1,0.046776,3.953438,[10 63] ; [ 10 157],[ 6.08333333 66.91666667] ; [ 13.91666667 153.08333333],0
b5,1,0.047871,3.9145,[51 22] ; [94 73],[44.10416667 28.89583333] ; [100.89583333  66.10416667],0
a4,1,0.067824,3.334919,[24 49] ; [76 91],[30.41666667 42.58333333] ; [69.58333333 97.41666667],0
s8,1,0.068331,3.32267,[11 62] ; [ 43 124],[16.425 56.575] ; [ 37.575 129.425],0
n6,1,0.10258,2.664968,[53 20] ; [136  30],[57.72803347 15.27196653] ; [131.27196653  34.72803347],0
b1,1,0.10305,2.657698,[33 40] ; [ 57 110],[27.375 45.625] ; [ 62.625 104.375],0
n3,1,0.103116,2.656672,[17  2] ; [23 10],[14.61538462  4.38461538] ; [25.38461538  7.61538462],0
u2,1,0.146385,2.109527,[12 19] ; [24 19],[15.08108108 15.91891892] ; [20.91891892 22.08108108],0
u1,1,0.1892,1.723835,[ 5 68] ; [ 21 146],[ 7.90833333 65.09166667] ; [ 18.09166667 148.90833333],0
n1,1,0.305848,1.04852,[ 8 11] ; [ 9 23],[ 6.33333333 12.66666667] ; [10.66666667 21.33333333],0
u3,1,0.326582,0.962403,[13 18] ; [23 20],[15.08108108 15.91891892] ; [20.91891892 22.08108108],0
s7,1,0.332782,0.938043,[14 56] ; [ 41 117],[16.88596491 53.11403509] ; [ 38.11403509 119.88596491],0
s5,1,0.381793,0.76492,[ 7 63] ; [ 23 139],[ 9.05172414 60.94827586] ; [ 20.94827586 141.05172414],0
p6,1,0.396517,0.718863,[17 52] ; [ 50 116],[19.67234043 49.32765957] ; [ 47.32765957 118.67234043],0
s2,1,0.479338,0.500368,[17 56] ; [ 32 134],[14.9665272 58.0334728] ; [ 34.0334728 131.9665272],0
a1,1,0.501012,0.452793,[ 4 69] ; [  6 161],[ 3.04166667 69.95833333] ; [  6.95833333 160.04166667],0
b4,1,0.543815,0.368515,[42 31] ; [89 78],[39.84583333 33.15416667] ; [91.15416667 75.84583333],0
b2,1,0.562602,0.335219,[18 21] ; [42 61],[16.47887324 22.52112676] ; [43.52112676 59.47887324],0
b3,1,0.562602,0.335219,[18 21] ; [42 61],[16.47887324 22.52112676] ; [43.52112676 59.47887324],0
n5,1,0.569457,0.323592,[50 23] ; [119  46],[51.83613445 21.16386555] ; [117.16386555  47.83613445],0
s1,1,0.647574,0.208973,[ 2 71] ; [  3 162],[ 1.53361345 71.46638655] ; [  3.46638655 161.53361345],0
p5,1,0.928229,0.008113,[ 5 67] ; [ 12 153],[ 5.16455696 66.83544304] ; [ 11.83544304 153.16455696],0
a8,1,0.947015,0.004416,[ 8 60] ; [ 18 131],[ 8.14746544 59.85253456] ; [ 17.85253456 131.14746544],0
s3,1,0.967589,0.001651,[19 52] ; [ 44 122],[18.87341772 52.12658228] ; [ 44.12658228 121.87341772],0
