Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001957,9.589758,[11 12] ; [ 4 31],[ 5.94827586 17.05172414] ; [ 9.05172414 25.94827586],0
n3,1,0.013407,6.114656,[3 5] ; [10  1],[5.47368421 2.52631579] ; [7.52631579 3.47368421],0
s2,1,0.014561,5.968822,[14  9] ; [10 25],[ 9.51724138 13.48275862] ; [14.48275862 20.51724138],0
n4,1,0.04456,4.035211,[20  3] ; [22 13],[16.65517241  6.34482759] ; [25.34482759  9.65517241],0
u1,1,0.063067,3.454838,[ 7 16] ; [ 4 32],[ 4.28813559 18.71186441] ; [ 6.71186441 29.28813559],0
p10,1,0.070889,3.262304,[ 7 16] ; [ 4 31],[ 4.36206897 18.63793103] ; [ 6.63793103 28.36206897],0
v2,1,0.071013,3.259452,[17  6] ; [17 17],[13.71929825  9.28070175] ; [20.28070175 13.71929825],0
s6,1,0.073983,3.192355,[16  7] ; [16 19],[12.68965517 10.31034483] ; [19.31034483 15.68965517],0
s3,1,0.095504,2.779059,[15  8] ; [15 20],[11.89655172 11.10344828] ; [18.10344828 16.89655172],0
v3,1,0.113076,2.510697,[13 10] ; [12 22],[10.0877193 12.9122807] ; [14.9122807 19.0877193],0
s5,1,0.124605,2.358458,[ 8 15] ; [ 6 29],[ 5.55172414 17.44827586] ; [ 8.44827586 26.55172414],0
p8,1,0.138479,2.19478,[10 13] ; [ 9 27],[ 7.40677966 15.59322034] ; [11.59322034 24.40677966],0
n1,1,0.167938,1.90125,[5 3] ; [3 7],[3.55555556 4.44444444] ; [4.44444444 5.55555556],0
n5,1,0.170093,1.882122,[16  7] ; [18 17],[13.48275862  9.51724138] ; [20.51724138 14.48275862],0
u2,1,0.17753,1.818182,[6 4] ; [3 7],[4.5 5.5] ; [4.5 5.5],0
p7,1,0.197399,1.661513,[10 12] ; [22 13],[12.35087719  9.64912281] ; [19.64912281 15.35087719],0
d5,1,0.242279,1.367286,[18  5] ; [23 13],[15.98305085  7.01694915] ; [25.01694915 10.98305085],0
a8,1,0.268019,1.226859,[ 3 16] ; [ 2 30],[ 1.8627451 17.1372549] ; [ 3.1372549 28.8627451],0
a3,1,0.31197,1.022319,[13 10] ; [25 11],[14.81355932  8.18644068] ; [23.18644068 12.81355932],0
p4,1,0.316129,1.004893,[12 11] ; [14 22],[10.13559322 12.86440678] ; [15.86440678 20.13559322],0
r3,1,0.330629,0.946434,[20  3] ; [33  2],[21.01724138  1.98275862] ; [31.98275862  3.01724138],0
a2,1,0.333148,0.936621,[ 7 16] ; [ 7 29],[ 5.45762712 17.54237288] ; [ 8.54237288 27.45762712],0
s1,1,0.34843,0.879166,[ 3 20] ; [ 2 32],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
a6,1,0.384232,0.757117,[16  7] ; [21 15],[14.42372881  8.57627119] ; [22.57627119 13.42372881],0
a4,1,0.419028,0.653039,[11 12] ; [13 22],[ 9.51724138 13.48275862] ; [14.48275862 20.51724138],0
d3,1,0.421583,0.645898,[17  6] ; [23 13],[15.59322034  7.40677966] ; [24.40677966 11.59322034],0
d1,1,0.429479,0.624233,[12 11] ; [15 21],[10.52542373 12.47457627] ; [16.47457627 19.52542373],0
d4,1,0.457533,0.551924,[18  5] ; [25 11],[16.76271186  6.23728814] ; [26.23728814  9.76271186],0
s4,1,0.491956,0.472246,[ 4 19] ; [ 4 32],[ 3.11864407 19.88135593] ; [ 4.88135593 31.11864407],0
u3,1,0.505055,0.444298,[6 4] ; [5 6],[5.23809524 4.76190476] ; [5.76190476 5.23809524],0
r2,1,0.522638,0.408685,[21  2] ; [30  5],[20.22413793  2.77586207] ; [30.77586207  4.22413793],0
p1,1,0.552579,0.352717,[ 1 22] ; [ 3 33],[ 1.55932203 21.44067797] ; [ 2.44067797 33.55932203],0
a5,1,0.55548,0.34759,[17  6] ; [24 12],[15.98305085  7.01694915] ; [25.01694915 10.98305085],0
v4,1,0.560752,0.338404,[20  2] ; [30  5],[19.29824561  2.70175439] ; [30.70175439  4.29824561],0
p6,1,0.562833,0.334822,[ 6 16] ; [ 7 27],[ 5.10714286 16.89285714] ; [ 7.89285714 26.10714286],0
b2,1,0.583713,0.300271,[ 8 12] ; [ 6 13],[ 7.17948718 12.82051282] ; [ 6.82051282 12.17948718],0
b3,1,0.583713,0.300271,[ 8 12] ; [ 6 13],[ 7.17948718 12.82051282] ; [ 6.82051282 12.17948718],0
p11,1,0.624654,0.239381,[13 10] ; [18 18],[12.08474576 10.91525424] ; [18.91525424 17.08474576],0
p3,1,0.70725,0.141039,[ 9 14] ; [12 23],[ 8.32758621 14.67241379] ; [12.67241379 22.32758621],0
d2,1,0.710599,0.13768,[12 11] ; [17 19],[11.30508475 11.69491525] ; [17.69491525 18.30508475],0
b5,1,0.815059,0.054711,[14  9] ; [23 13],[14.42372881  8.57627119] ; [22.57627119 13.42372881],0
r4,1,0.830888,0.045609,[18  5] ; [29  7],[18.3220339  4.6779661] ; [28.6779661  7.3220339],0
b4,1,0.846634,0.037409,[14  9] ; [21 15],[13.6440678  9.3559322] ; [21.3559322 14.6440678],0
n2,1,0.866815,0.028125,[7 1] ; [9 1],[7.11111111 0.88888889] ; [8.88888889 1.11111111],0
a7,1,0.878708,0.023289,[14  9] ; [22 13],[14.27586207  8.72413793] ; [21.72413793 13.27586207],0
p2,1,0.908687,0.013155,[15  8] ; [24 12],[15.20338983  7.79661017] ; [23.79661017 12.20338983],0
r1,1,0.920439,0.009976,[18  5] ; [27  8],[17.84482759  5.15517241] ; [27.15517241  7.84482759],0
n6,1,0.936215,0.006404,[16  7] ; [24 11],[15.86206897  7.13793103] ; [24.13793103 10.86206897],0
