Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001745,9.799964,[7 8] ; [50  9],[11.55405405  3.44594595] ; [45.44594595 13.55405405],0
n6,1,0.013058,6.161258,[8 7] ; [50 10],[11.6  3.4] ; [46.4 13.6],0
u1,1,0.055451,3.668478,[ 3 12] ; [ 3 57],[ 1.2 13.8] ; [ 4.8 55.2],0
b1,1,0.057842,3.598201,[9 6] ; [20 40],[5.8 9.2] ; [23.2 36.8],0
p8,1,0.082892,3.007274,[ 4 11] ; [30 28],[6.98630137 8.01369863] ; [27.01369863 30.98630137],0
a2,1,0.089429,2.884615,[ 4 11] ; [ 6 54],[ 2. 13.] ; [ 8. 52.],0
n5,1,0.099246,2.717624,[8 7] ; [45 15],[10.6  4.4] ; [42.4 17.6],0
s5,1,0.146155,2.111928,[7 5] ; [20 36],[4.76470588 7.23529412] ; [22.23529412 33.76470588],0
p2,1,0.148915,2.083333,[10  5] ; [50 10],[12.  3.] ; [48. 12.],0
s8,1,0.152039,2.051672,[7 8] ; [40 20],[9.4 5.6] ; [37.6 22.4],0
b4,1,0.162797,1.948052,[6 9] ; [36 24],[8.4 6.6] ; [33.6 26.4],0
p3,1,0.162797,1.948052,[6 9] ; [36 24],[8.4 6.6] ; [33.6 26.4],0
s4,1,0.173371,1.853554,[7 8] ; [17 43],[ 4.8 10.2] ; [19.2 40.8],0
p7,1,0.226945,1.459908,[7 8] ; [37 21],[9.04109589 5.95890411] ; [34.95890411 23.04109589],0
b5,1,0.238593,1.388889,[11  4] ; [34 26],[9. 6.] ; [36. 24.],0
d4,1,0.269943,1.217039,[10  5] ; [48 12],[11.6  3.4] ; [46.4 13.6],0
r3,1,0.286422,1.136364,[12  3] ; [54  6],[13.2  1.8] ; [52.8  7.2],0
d3,1,0.296584,1.089491,[10  5] ; [31 29],[8.2 6.8] ; [32.8 27.2],0
v4,1,0.298282,1.08186,[12  3] ; [53  6],[13.17567568  1.82432432] ; [51.82432432  7.17567568],0
a3,1,0.310356,1.02916,[9 6] ; [44 16],[10.6  4.4] ; [42.4 17.6],0
n4,1,0.310356,1.02916,[9 6] ; [44 16],[10.6  4.4] ; [42.4 17.6],0
a5,1,0.335924,0.925926,[8 7] ; [40 20],[9.6 5.4] ; [38.4 21.6],0
s6,1,0.342081,0.902618,[8 5] ; [44 15],[9.38888889 3.61111111] ; [42.61111111 16.38888889],0
a7,1,0.350377,0.872093,[7 8] ; [36 24],[8.6 6.4] ; [34.4 25.6],0
v3,1,0.40231,0.701411,[ 4 10] ; [24 35],[5.36986301 8.63013699] ; [22.63013699 36.36986301],0
d5,1,0.425746,0.634398,[10  5] ; [46 14],[11.2  3.8] ; [44.8 15.2],0
p5,1,0.465829,0.531854,[ 1 14] ; [ 8 51],[ 1.82432432 13.17567568] ; [ 7.17567568 51.82432432],0
v2,1,0.489548,0.477519,[6 9] ; [29 29],[7.19178082 7.80821918] ; [27.80821918 30.19178082],0
b3,1,0.519439,0.415006,[4 4] ; [19 31],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
b2,1,0.519439,0.415006,[4 4] ; [19 31],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
p6,1,0.528879,0.396546,[6 9] ; [28 29],[7.08333333 7.91666667] ; [26.91666667 30.08333333],0
p4,1,0.55569,0.347222,[10  5] ; [35 25],[9. 6.] ; [36. 24.],0
d2,1,0.55569,0.347222,[7 8] ; [23 37],[6. 9.] ; [24. 36.],0
d1,1,0.562834,0.334821,[6 9] ; [29 31],[7. 8.] ; [28. 32.],0
n1,1,0.624321,0.239841,[5 3] ; [11 10],[4.4137931 3.5862069] ; [11.5862069  9.4137931],0
a4,1,0.627491,0.235479,[6 9] ; [20 40],[5.2 9.8] ; [20.8 39.2],0
r4,1,0.635341,0.224888,[10  5] ; [36 24],[9.2 5.8] ; [36.8 23.2],0
u2,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
a8,1,0.673669,0.17734,[ 2 12] ; [ 6 52],[ 1.55555556 12.44444444] ; [ 6.44444444 51.55555556],0
v1,1,0.677194,0.173302,[8 7] ; [26 29],[7.28571429 7.71428571] ; [26.71428571 28.28571429],0
n2,1,0.679708,0.170455,[6 2] ; [18  4],[6.4 1.6] ; [17.6  4.4],0
r2,1,0.690328,0.15873,[13  1] ; [50  6],[12.6  1.4] ; [50.4  5.6],0
s2,1,0.809894,0.05787,[10  5] ; [38 22],[9.6 5.4] ; [38.4 21.6],0
a6,1,0.8154,0.054506,[9 6] ; [34 26],[8.6 6.4] ; [34.4 25.6],0
u3,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
p1,1,0.858984,0.031566,[ 2 13] ; [ 7 53],[ 1.8 13.2] ; [ 7.2 52.8],0
n3,1,0.900933,0.015496,[6 2] ; [16  6],[5.86666667 2.13333333] ; [16.13333333  5.86666667],0
s3,1,0.903441,0.014717,[10  5] ; [39 21],[9.8 5.2] ; [39.2 20.8],0
p9,1,0.927438,0.008294,[12  2] ; [50  9],[11.89041096  2.10958904] ; [50.10958904  8.89041096],0
