Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,44.217851,[ 1 16] ; [58  8],[12.08433735  4.91566265] ; [46.91566265 19.08433735],1
p11,1,4.5e-05,16.633722,[ 5 12] ; [53 13],[11.87951807  5.12048193] ; [46.12048193 19.87951807],1
s4,1,0.020664,5.354896,[8 9] ; [13 53],[ 4.30120482 12.69879518] ; [16.69879518 49.30120482],0
s8,1,0.021678,5.271426,[ 3 14] ; [32 34],[7.1686747 9.8313253] ; [27.8313253 38.1686747],0
a7,1,0.031311,4.635843,[9 8] ; [52 14],[12.4939759  4.5060241] ; [48.5060241 17.4939759],0
s7,1,0.03241,4.576686,[ 3 13] ; [30 32],[6.76923077 9.23076923] ; [26.23076923 35.76923077],0
v1,1,0.055729,3.660131,[ 5 12] ; [35 28],[8.5 8.5] ; [31.5 31.5],0
a5,1,0.064265,3.423749,[9 8] ; [50 16],[12.08433735  4.91566265] ; [46.91566265 19.08433735],0
a3,1,0.105973,2.613273,[8 9] ; [45 21],[10.85542169  6.14457831] ; [42.14457831 23.85542169],0
r2,1,0.125286,2.349959,[14  3] ; [62  4],[15.56626506  1.43373494] ; [60.43373494  5.56626506],0
a4,1,0.141866,2.157605,[ 3 14] ; [24 42],[ 5.53012048 11.46987952] ; [21.46987952 44.53012048],0
d1,1,0.156855,2.004286,[ 6 11] ; [36 30],[8.60240964 8.39759036] ; [33.39759036 32.60240964],0
r1,1,0.163738,1.939356,[9 8] ; [46 19],[11.40243902  5.59756098] ; [43.59756098 21.40243902],0
v2,1,0.170286,1.880424,[ 6 11] ; [33 28],[8.5 8.5] ; [30.5 30.5],0
p2,1,0.18289,1.773981,[12  5] ; [55 10],[13.8902439  3.1097561] ; [53.1097561 11.8902439],0
u2,1,0.189465,1.721773,[4 5] ; [14  6],[5.5862069 3.4137931] ; [12.4137931  7.5862069],0
n6,1,0.207301,1.590175,[9 8] ; [45 20],[11.19512195  5.80487805] ; [42.80487805 22.19512195],0
a2,1,0.213415,1.548111,[ 1 16] ; [12 54],[ 2.6626506 14.3373494] ; [10.3373494 55.6626506],0
u3,1,0.258383,1.2774,[5 4] ; [16  5],[6.3 2.7] ; [14.7  6.3],0
b3,1,0.286592,1.135563,[2 9] ; [12 22],[3.42222222 7.57777778] ; [10.57777778 23.42222222],0
b2,1,0.286592,1.135563,[2 9] ; [12 22],[3.42222222 7.57777778] ; [10.57777778 23.42222222],0
s1,1,0.295061,1.096383,[ 1 16] ; [ 1 65],[ 0.40963855 16.59036145] ; [ 1.59036145 64.40963855],0
p1,1,0.297277,1.086368,[ 1 16] ; [10 54],[ 2.30864198 14.69135802] ; [ 8.69135802 55.30864198],0
n5,1,0.299811,1.075037,[ 4 13] ; [24 41],[ 5.80487805 11.19512195] ; [22.19512195 42.80487805],0
b1,1,0.313152,1.017333,[9 8] ; [26 40],[7.1686747 9.8313253] ; [27.8313253 38.1686747],0
r4,1,0.316926,1.00159,[13  4] ; [57  9],[14.3373494  2.6626506] ; [55.6626506 10.3373494],0
d4,1,0.317922,0.997476,[15  2] ; [51 15],[13.51807229  3.48192771] ; [52.48192771 13.51807229],0
a6,1,0.353371,0.861314,[9 8] ; [43 23],[10.65060241  6.34939759] ; [41.34939759 24.65060241],0
b4,1,0.385118,0.754301,[12  5] ; [39 27],[10.44578313  6.55421687] ; [40.55421687 25.44578313],0
p8,1,0.385118,0.754301,[12  5] ; [39 27],[10.44578313  6.55421687] ; [40.55421687 25.44578313],0
s5,1,0.450781,0.568687,[ 5 11] ; [27 38],[6.32098765 9.67901235] ; [25.67901235 39.32098765],0
d3,1,0.466778,0.529594,[10  7] ; [45 21],[11.26506024  5.73493976] ; [43.73493976 22.26506024],0
s3,1,0.481125,0.496311,[10  7] ; [32 33],[8.70731707 8.29268293] ; [33.29268293 31.70731707],0
p7,1,0.493337,0.469241,[12  5] ; [51 14],[13.06097561  3.93902439] ; [49.93902439 15.06097561],0
d5,1,0.565514,0.330246,[12  5] ; [51 15],[12.90361446  4.09638554] ; [50.09638554 15.90361446],0
v4,1,0.579426,0.307163,[15  2] ; [61  5],[15.56626506  1.43373494] ; [60.43373494  5.56626506],0
s2,1,0.581276,0.304177,[9 8] ; [30 36],[7.98795181 9.01204819] ; [31.01204819 34.98795181],0
s6,1,0.582787,0.301751,[13  4] ; [46 20],[12.08433735  4.91566265] ; [46.91566265 19.08433735],0
n1,1,0.626928,0.23625,[1 4] ; [ 5 11],[1.42857143 3.57142857] ; [ 4.57142857 11.42857143],0
p6,1,0.641826,0.216362,[ 5 11] ; [24 40],[ 5.8 10.2] ; [23.2 40.8],0
n3,1,0.71714,0.13125,[3 2] ; [11  5],[3.33333333 1.66666667] ; [10.66666667  5.33333333],0
v3,1,0.721304,0.127247,[ 4 13] ; [17 44],[ 4.57692308 12.42307692] ; [16.42307692 44.57692308],0
r3,1,0.810003,0.057803,[16  1] ; [61  5],[15.77108434  1.22891566] ; [61.22891566  4.77108434],0
b5,1,0.83759,0.042015,[10  7] ; [37 29],[9.62650602 7.37349398] ; [37.37349398 28.62650602],0
d2,1,0.844256,0.038594,[ 6 11] ; [25 41],[ 6.34939759 10.65060241] ; [24.65060241 41.34939759],0
p4,1,0.860516,0.030877,[12  5] ; [48 18],[12.28915663  4.71084337] ; [47.71084337 18.28915663],0
a1,1,0.978025,0.000759,[ 1 16] ; [ 4 62],[ 1.02409639 15.97590361] ; [ 3.97590361 62.02409639],0
