Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00025,13.412698,[22  2] ; [ 6 10],[16.8  7.2] ; [11.2  4.8],1
d4,1,0.013103,6.155158,[10 14] ; [13  3],[13.8 10.2] ; [9.2 6.8],0
u2,1,0.045021,4.017857,[ 1 11] ; [3 3],[2.66666667 9.33333333] ; [1.33333333 4.66666667],0
p3,1,0.0602,3.53187,[ 4 20] ; [7 9],[ 6.6 17.4] ; [ 4.4 11.6],0
p4,1,0.121274,2.400794,[ 5 19] ; [7 9],[ 7.2 16.8] ; [ 4.8 11.2],0
n3,1,0.12764,2.320976,[ 3 10] ; [4 3],[4.55 8.45] ; [2.45 4.55],0
s4,1,0.14812,2.091503,[ 2 22] ; [ 4 12],[ 3.6 20.4] ; [ 2.4 13.6],0
r3,1,0.150904,2.063086,[ 8 16] ; [9 7],[10.2 13.8] ; [6.8 9.2],0
d3,1,0.150904,2.063086,[ 8 16] ; [9 7],[10.2 13.8] ; [6.8 9.2],0
a6,1,0.153508,2.037037,[13 11] ; [ 5 11],[10.8 13.2] ; [7.2 8.8],0
s6,1,0.157179,2.001162,[ 4 19] ; [ 6 10],[ 5.8974359 17.1025641] ; [ 4.1025641 11.8974359],0
n6,1,0.174963,1.8399,[ 9 14] ; [ 3 13],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
p7,1,0.247473,1.337513,[ 5 19] ; [ 6 10],[ 6.6 17.4] ; [ 4.4 11.6],0
n1,1,0.278503,1.174381,[7 6] ; [2 5],[5.85 7.15] ; [3.15 3.85],0
r1,1,0.291841,1.111111,[ 8 16] ; [8 8],[ 9.6 14.4] ; [6.4 9.6],0
a5,1,0.301095,1.06934,[11 13] ; [10  6],[12.6 11.4] ; [8.4 7.6],0
b4,1,0.301095,1.06934,[11 13] ; [10  6],[12.6 11.4] ; [8.4 7.6],0
v2,1,0.3123,1.020924,[ 4 19] ; [ 5 11],[ 5.30769231 17.69230769] ; [ 3.69230769 12.30769231],0
v1,1,0.398025,0.714286,[ 6 18] ; [ 6 10],[ 7.2 16.8] ; [ 4.8 11.2],0
d1,1,0.398025,0.714286,[ 6 18] ; [ 6 10],[ 7.2 16.8] ; [ 4.8 11.2],0
n2,1,0.423139,0.641581,[5 8] ; [4 3],[5.85 7.15] ; [3.15 3.85],0
a4,1,0.447493,0.576993,[ 6 17] ; [ 6 10],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
s2,1,0.456057,0.555556,[ 5 19] ; [ 5 11],[ 6. 18.] ; [ 4. 12.],0
r2,1,0.463813,0.536677,[15  8] ; [8 7],[13.92105263  9.07894737] ; [9.07894737 5.92105263],0
p9,1,0.514991,0.423913,[ 8 15] ; [ 4 12],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
d5,1,0.518605,0.416667,[11 13] ; [9 7],[12. 12.] ; [8. 8.],0
a3,1,0.522387,0.409178,[12 11] ; [10  6],[12.97435897 10.02564103] ; [9.02564103 6.97435897],0
s1,1,0.587594,0.294118,[ 3 21] ; [ 3 13],[ 3.6 20.4] ; [ 2.4 13.6],0
b5,1,0.603761,0.26936,[10 14] ; [8 8],[10.8 13.2] ; [7.2 8.8],0
p6,1,0.627079,0.236042,[ 3 20] ; [ 3 13],[ 3.53846154 19.46153846] ; [ 2.46153846 13.53846154],0
v3,1,0.674012,0.176944,[ 5 19] ; [ 4 11],[ 5.53846154 18.46153846] ; [ 3.46153846 11.53846154],0
b1,1,0.692633,0.15625,[15  9] ; [9 7],[14.4  9.6] ; [9.6 6.4],0
p1,1,0.717688,0.130719,[ 4 20] ; [ 2 14],[ 3.6 20.4] ; [ 2.4 13.6],0
s7,1,0.759766,0.093506,[ 4 18] ; [ 2 12],[ 3.66666667 18.33333333] ; [ 2.33333333 11.66666667],0
p2,1,0.772484,0.083595,[ 7 17] ; [ 4 12],[ 6.6 17.4] ; [ 4.4 11.6],0
s3,1,0.791857,0.069643,[ 9 15] ; [ 5 10],[ 8.61538462 15.38461538] ; [5.38461538 9.61538462],0
b2,1,0.823218,0.049911,[ 7 10] ; [5 6],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
b3,1,0.823218,0.049911,[ 7 10] ; [5 6],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
p10,1,0.939048,0.005847,[ 6 17] ; [ 4 12],[ 5.8974359 17.1025641] ; [ 4.1025641 11.8974359],0
s5,1,0.960173,0.002494,[ 3 20] ; [ 2 14],[ 2.94871795 20.05128205] ; [ 2.05128205 13.94871795],0
d2,1,0.98657,0.000283,[10 13] ; [7 9],[10.02564103 12.97435897] ; [6.97435897 9.02564103],0
r4,1,1.0,0.0,[ 6 18] ; [ 4 12],[ 6. 18.] ; [ 4. 12.],0
a7,1,1.0,0.0,[12 12] ; [8 8],[12. 12.] ; [8. 8.],0
a2,1,1.0,0.0,[ 3 21] ; [ 2 14],[ 3. 21.] ; [ 2. 14.],0
