Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.008752,6.872727,[12 23] ; [ 3 32],[ 7.5 27.5] ; [ 7.5 27.5],0
r2,1,0.074791,3.174603,[29  7] ; [34  2],[31.5  4.5] ; [31.5  4.5],0
d3,1,0.124773,2.356364,[22 14] ; [28  8],[25. 11.] ; [25. 11.],0
n2,1,0.12695,2.329412,[10  1] ; [7 4],[8.5 2.5] ; [8.5 2.5],0
d2,1,0.156658,2.006192,[14 22] ; [20 16],[17. 19.] ; [17. 19.],0
s2,1,0.157125,2.001682,[17 17] ; [12 24],[14.08571429 19.91428571] ; [14.91428571 21.08571429],0
p5,1,0.174146,1.846888,[ 4 32] ; [ 1 34],[ 2.53521127 33.46478873] ; [ 2.46478873 32.53521127],0
v2,1,0.189596,1.720756,[14 21] ; [20 16],[16.76056338 18.23943662] ; [17.23943662 18.76056338],0
a5,1,0.223543,1.481481,[20 16] ; [25 11],[22.5 13.5] ; [22.5 13.5],0
d1,1,0.238412,1.389961,[15 21] ; [20 16],[17.5 18.5] ; [17.5 18.5],0
a1,1,0.303484,1.058824,[ 3 33] ; [ 1 35],[ 2. 34.] ; [ 2. 34.],0
a2,1,0.325749,0.965723,[ 4 32] ; [ 7 29],[ 5.5 30.5] ; [ 5.5 30.5],0
n4,1,0.33355,0.935065,[24 12] ; [20 16],[22. 14.] ; [22. 14.],0
b2,1,0.336668,0.923077,[ 5 21] ; [ 8 18],[ 6.5 19.5] ; [ 6.5 19.5],0
b3,1,0.336668,0.923077,[ 5 21] ; [ 8 18],[ 6.5 19.5] ; [ 6.5 19.5],0
b5,1,0.345033,0.891641,[21 15] ; [17 19],[19. 17.] ; [19. 17.],0
u1,1,0.358013,0.84485,[ 5 31] ; [ 8 28],[ 6.5 29.5] ; [ 6.5 29.5],0
s3,1,0.397187,0.716827,[21 14] ; [18 18],[19.22535211 15.77464789] ; [19.77464789 16.22535211],0
p8,1,0.406969,0.687639,[20 16] ; [16 19],[18.25352113 17.74647887] ; [17.74647887 17.25352113],0
s1,1,0.413715,0.668099,[ 4 32] ; [ 2 33],[ 3.04225352 32.95774648] ; [ 2.95774648 32.04225352],0
v4,1,0.453255,0.5625,[31  5] ; [33  3],[32.  4.] ; [32.  4.],0
s7,1,0.454457,0.559512,[10 23] ; [14 22],[11.47826087 21.52173913] ; [12.52173913 23.47826087],0
b4,1,0.470992,0.519647,[23 13] ; [20 16],[21.5 14.5] ; [21.5 14.5],0
a3,1,0.479331,0.500386,[16 20] ; [19 17],[17.5 18.5] ; [17.5 18.5],0
s8,1,0.481889,0.494585,[ 9 26] ; [12 24],[10.35211268 24.64788732] ; [10.64788732 25.35211268],0
p10,1,0.538663,0.378024,[ 8 28] ; [10 25],[ 9.12676056 26.87323944] ; [ 8.87323944 26.12676056],0
d5,1,0.57075,0.321429,[27  9] ; [29  7],[28.  8.] ; [28.  8.],0
u2,1,0.59256,0.286364,[ 7 13] ; [7 9],[ 7.77777778 12.22222222] ; [6.22222222 9.77777778],0
d4,1,0.608874,0.261818,[26 10] ; [24 12],[25. 11.] ; [25. 11.],0
u3,1,0.63007,0.231966,[11  9] ; [8 9],[10.27027027  9.72972973] ; [8.72972973 8.27027027],0
p11,1,0.635256,0.225,[19 17] ; [21 15],[20. 16.] ; [20. 16.],0
n6,1,0.650267,0.205564,[26  9] ; [25 11],[25.14084507  9.85915493] ; [25.85915493 10.14084507],0
p6,1,0.676325,0.174292,[11 23] ; [10 26],[10.2 23.8] ; [10.8 25.2],0
r3,1,0.69078,0.158242,[32  4] ; [33  3],[32.5  3.5] ; [32.5  3.5],0
p1,1,0.69078,0.158242,[ 4 32] ; [ 3 33],[ 3.5 32.5] ; [ 3.5 32.5],0
s6,1,0.696576,0.152059,[22 13] ; [21 15],[21.1971831 13.8028169] ; [21.8028169 14.1971831],0
n3,1,0.75235,0.099567,[8 3] ; [8 4],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
p2,1,0.789166,0.0715,[27  9] ; [26 10],[26.5  9.5] ; [26.5  9.5],0
r1,1,0.795418,0.067227,[26 10] ; [25 11],[25.5 10.5] ; [25.5 10.5],0
v3,1,0.804489,0.061277,[13 23] ; [12 24],[12.5 23.5] ; [12.5 23.5],0
v1,1,0.807671,0.059259,[13 23] ; [14 22],[13.5 22.5] ; [13.5 22.5],0
a6,1,0.811874,0.056648,[21 15] ; [20 16],[20.5 15.5] ; [20.5 15.5],0
n5,1,0.813025,0.055944,[19 17] ; [20 16],[19.5 16.5] ; [19.5 16.5],0
s5,1,0.896429,0.016945,[ 8 26] ; [ 8 28],[ 7.77142857 26.22857143] ; [ 8.22857143 27.77142857],0
p7,1,0.923698,0.009173,[21 14] ; [22 14],[21.1971831 13.8028169] ; [21.8028169 14.1971831],0
a4,1,0.936612,0.006325,[11 25] ; [11 24],[11.15492958 24.84507042] ; [10.84507042 24.15492958],0
a8,1,0.974659,0.001009,[ 2 30] ; [ 2 31],[ 1.96923077 30.03076923] ; [ 2.03076923 30.96923077],0
n1,1,1.0,0.0,[4 7] ; [4 7],[4. 7.] ; [4. 7.],0
r4,1,1.0,0.0,[29  7] ; [29  7],[29.  7.] ; [29.  7.],0
a7,1,1.0,0.0,[25 11] ; [25 11],[25. 11.] ; [25. 11.],0
b1,1,1.0,0.0,[21 15] ; [21 15],[21. 15.] ; [21. 15.],0
