Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,62.215796,[108 212] ; [125  52],[150.02012072 169.97987928] ; [82.97987928 94.02012072],1
p2,1,0.0,35.319285,[208 120] ; [161  22],[236.85322896  91.14677104] ; [132.14677104  50.85322896],1
p4,1,0.0,26.551286,[ 89 238] ; [91 91],[115.63850688 211.36149312] ; [ 64.36149312 117.63850688],1
p6,1,2.3e-05,17.884529,[ 56 269] ; [ 62 122],[ 75.34381139 249.65618861] ; [ 42.65618861 141.34381139],1
p11,1,6.3e-05,15.99759,[211 118] ; [149  35],[230.87719298  98.12280702] ; [129.12280702  54.87719298],1
p10,1,0.00022,13.650395,[208 115] ; [145  36],[226.2281746  96.7718254] ; [126.7718254  54.2281746],1
p9,1,0.001082,10.682361,[223  98] ; [149  31],[238.34730539  82.65269461] ; [133.65269461  46.34730539],0
p5,1,0.00265,9.033747,[  9 318] ; [ 16 167],[ 16.02941176 310.97058824] ; [  8.97058824 174.02941176],0
p1,1,0.071593,3.246118,[ 13 315] ; [ 14 168],[ 17.36470588 310.63529412] ; [  9.63529412 172.36470588],0
p12,1,0.951554,0.003691,[ 14 313] ; [  8 174],[ 14.13359528 312.86640472] ; [  7.86640472 174.13359528],0
b1,1,0.999403,1e-06,[118 211] ; [ 66 118],[118.00389864 210.99610136] ; [ 65.99610136 118.00389864],0
